uniprot_id,class,type,start.x,end.x,cds_name,cds_syn_alias,locus_tag,id,accession,annot,feature_type,start.y,end.y,chain_id,feature_name,mat_syn_alias,ontology_term,evidence,Entry_name,Status,Protein_names,Gene_names,Organism,Length,nt_coord_start,nt_coord_end
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3165,3185,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,9758,9820
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,2318,2338,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,7217,7279
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,2339,2359,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,7280,7342
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,2361,2381,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,7346,7408
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3674,3694,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,11285,11347
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Chain,4141,4253,PRO_0000449643,Non-structural protein 9,nsp9,ECO:0000250,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,12686,13024
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Chain,3264,3569,PRO_0000449639,3C-like proteinase,nsp5,ECO:0000250,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,10055,10972
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Site,4392,4393,NA,Cleavage%3B by 3CL-PRO,,ECO:0000250,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,13439,13444
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3100,3120,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,9563,9625
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3128,3148,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,9647,9709
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,2776,2796,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,8591,8653
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3730,3750,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,11453,11515
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3779,3799,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,11600,11662
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Domain,1025,1194,NA,Macro,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,3338,3847
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Site,3859,3860,NA,Cleavage%3B by 3CL-PRO,,ECO:0000250,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,11840,11845
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3045,3065,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,9398,9460
P0DTC1,cds,product,266,13483,ORF1a polyprotein,pp1a,NA,NA,YP_009725295.1,NA,Transmembrane,3077,3097,NA,Helical,,ECO:0000255,NA,R1A_SARS2,reviewed,Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (SARS coronavirus main proteinase) (nsp5); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)],NA,Severe acute respiratory syndrome coronavirus 2 (2019-nCoV) (SARS-CoV-2),4405,9494,9556
